"TOA5","Sapflow","CR1000X","21038","CR1000X.Std.04.02","CPU:FLGS-TDP_21038_Enc.CR1X","32795","TableHR"
"TIMESTAMP","RECORD","JDAY","JHM","Hr_Flow(1)","Hr_Flow(2)","Hr_Flow(3)","Hr_Flow(4)","Hr_Flow(5)","Hr_Flow(6)","Hr_Flow(7)","Hr_Flow(8)","Hr_Flow(9)","Hr_Flow(10)","Hr_Flow(11)","Hr_Flow(12)","Hr_Flow(13)","Hr_Flow(14)","Hr_Flow(15)","Hr_Flow(16)","Hr_Flow(17)","Hr_Flow(18)","Hr_Flow(19)","Hr_Flow(20)","Hr_Flow(21)","Hr_Flow(22)","Hr_Flow(23)","Hr_Flow(24)","Hr_Flow(25)","Hr_Flow(26)","Hr_Flow(27)","Hr_Flow(28)","Hr_Flow(29)","Hr_Flow(30)","Hr_Flow(31)","Hr_Flow(32)"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-06-16 15:00:00",0,167,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 16:00:00",1,167,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 17:00:00",2,167,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 18:00:00",3,167,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 19:00:00",4,167,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 20:00:00",5,167,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 21:00:00",6,167,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 22:00:00",7,167,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-16 23:00:00",8,167,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 00:00:00",9,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 01:00:00",10,168,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 02:00:00",11,168,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 03:00:00",12,168,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 04:00:00",13,168,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 05:00:00",14,168,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 06:00:00",15,168,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 07:00:00",16,168,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 08:00:00",17,168,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 09:00:00",18,168,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 10:00:00",19,168,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 11:00:00",20,168,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 12:00:00",21,168,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 13:00:00",22,168,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 14:00:00",23,168,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 15:00:00",24,168,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 16:00:00",25,168,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 17:00:00",26,168,1700,77.54,26.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 18:00:00",27,168,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 19:00:00",28,168,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 20:00:00",29,168,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 21:00:00",30,168,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 22:00:00",31,168,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-17 23:00:00",32,168,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 00:00:00",33,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 01:00:00",34,169,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 02:00:00",35,169,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 03:00:00",36,169,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 04:00:00",37,169,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 05:00:00",38,169,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 06:00:00",39,169,600,0,0,0.037,0,0.015,0,0.016,0,0.004,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 07:00:00",40,169,700,0,0,5.869,0.155,0.023,0,0.009,0,0.009,0.135,0.708,1.024,1.502,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 08:00:00",41,169,800,0,0,18.14,2.851,0,0.009,0.022,0.04,0.118,1.232,2.089,4.874,4.345,6.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 09:00:00",42,169,900,0,0,24.27,8.63,0.054,0.261,2.248,0.611,0.449,2.363,3.98,7.37,6.947,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 10:00:00",43,169,1000,0,0,25.92,12.12,0.15,0.331,3.083,1.702,0.873,3.529,6.329,8.87,8.36,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 11:00:00",44,169,1100,0,0,26.36,13.08,0.231,0.639,3.001,3.223,1.519,4.536,7.951,9.88,8.17,9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 12:00:00",45,169,1200,0,0,25.05,13.21,0.357,0.72,2.885,4.187,2.703,5.966,8.71,9.88,7.694,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 13:00:00",46,169,1300,0,0,22.47,13.34,0.516,1.223,2.85,3.964,3.265,6.312,7.586,9.08,6.893,8.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 14:00:00",47,169,1400,0,0,21.03,13.36,0.67,1.564,2.903,3.538,3.218,6.156,7.287,8.96,6.61,7.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 15:00:00",48,169,1500,0,0,17.9,12.3,0.689,1.645,2.65,3.106,3.027,5.758,6.271,7.882,5.926,6.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 16:00:00",49,169,1600,0,0,14.38,9.9,0.407,1.176,1.883,2.342,2.311,4.936,4.852,6.203,5.189,5.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 17:00:00",50,169,1700,0,0,11.05,7.274,0.18,0.637,1.216,1.646,1.592,3.86,3.412,4.64,4.228,4.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 18:00:00",51,169,1800,0,0,8.8,4.941,0.044,0.195,0.733,1.046,1.035,2.935,2.356,3.565,3.313,4.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 19:00:00",52,169,1900,0,0,2.724,2.064,0.012,0.006,0.552,0.196,0.611,1.638,0.818,1.971,1.357,2.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 20:00:00",53,169,2000,0,0,0,0.527,0.201,0.185,0.519,0.153,0.353,0.563,0,0.269,0.014,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 21:00:00",54,169,2100,0,0,0,0.559,0.306,0.315,0.481,0.113,0.288,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 22:00:00",55,169,2200,0,0,0,0,0,0,0.481,0,0.337,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-18 23:00:00",56,169,2300,0,0,0,0,0,0,0.433,0,0.359,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 00:00:00",57,170,0,0,0,0,2.546,1.747,1.534,0.297,0.375,0.625,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 01:00:00",58,170,100,0,0,0,1.256,0.838,0.639,0.135,0.38,0.672,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 02:00:00",59,170,200,0,0,0,2.005,1.244,0.822,0.033,0.421,0.631,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 03:00:00",60,170,300,0,0,0,1.548,0.864,0.506,0.016,0.293,0.585,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 04:00:00",61,170,400,0,0,0,0.837,0.496,0.184,0.022,0.397,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 05:00:00",62,170,500,0,0,0.759,1.792,1.001,0.629,0.014,0.207,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 06:00:00",63,170,600,0.141,2.699,0.075,0.164,0.093,0.12,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 07:00:00",64,170,700,0.455,11.09,0,0,0.777,0.881,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 08:00:00",65,170,800,0,10.27,0,0,0.686,0.808,0.266,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 09:00:00",66,170,900,14.96,18.37,3.937,2.824,1.403,1.472,0.252,0.145,0.002,0.001,0.033,0.334,0.313,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 10:00:00",67,170,1000,42.48,21.1,10.1,2.977,0.929,0.845,0.133,0.142,0.006,0.221,0.891,3.016,2.698,3.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 11:00:00",68,170,1100,58.59,36.33,14.33,5.112,0.806,0.564,0.184,0.25,0.081,1.373,3.678,5.094,4.911,4.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 12:00:00",69,170,1200,76.75,60.65,18.12,8.4,1.101,1.027,0.175,0.176,0.504,3.336,6.517,6.682,6.333,5.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 13:00:00",70,170,1300,99.1,86.3,22.27,16.25,1.983,2.497,0.775,0.638,1.107,4.541,7.763,7.875,6.791,5.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 14:00:00",71,170,1400,96.9,82.3,20.45,18.36,1.789,3.175,2.025,1.213,1.792,5.314,7.883,8.56,6.568,5.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 15:00:00",72,170,1500,100.1,82.9,19.57,17.81,2.24,3.756,2.149,1.442,1.91,5.29,7.983,8.59,6.247,5.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 16:00:00",73,170,1600,95.9,80.2,18.21,16.75,2.431,3.747,1.78,1.196,1.756,5.067,7.191,7.586,5.639,4.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 17:00:00",74,170,1700,97.9,79.89,18.15,16.43,2.175,3.723,1.58,1.158,1.791,5.118,7.125,7.752,5.702,4.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 18:00:00",75,170,1800,90.6,74.43,16.09,15.08,1.674,3.161,1.281,1.051,1.714,4.968,6.566,7.284,5.366,4.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 19:00:00",76,170,1900,69.73,59.85,11.64,10.88,1.121,2.222,0.722,0.526,0.965,3.814,4.772,5.446,4.402,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 20:00:00",77,170,2000,46.6,39.35,7.619,6.652,1.194,1.782,0.183,0.057,0.147,1.198,1.99,3,2.429,1.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 21:00:00",78,170,2100,28.26,27.51,4.611,4.662,1.48,1.871,0.032,0,0,0,0,1.349,0.699,0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 22:00:00",79,170,2200,15.21,17.85,2.049,2.909,1.13,1.619,0,0,0,0,0.25,0.477,0.066,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-19 23:00:00",80,170,2300,10.81,18.47,1.342,2.752,1.582,2.195,0.016,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 00:00:00",81,171,0,22.27,9.79,0,0,1.12,1.515,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 01:00:00",82,171,100,0.141,5.41,0,0,1.771,1.547,0.252,0,0,0,0,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 02:00:00",83,171,200,5.781,13.35,0,0,3.159,3.035,1.036,0.069,0.645,0.458,0.271,5.281,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 03:00:00",84,171,300,0.358,4.996,0,0,1.07,1.63,3.68,1.511,3.261,3.299,2.308,9.93,2.252,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 04:00:00",85,171,400,0,6.245,0,0,1.28,1.881,0.765,0.101,0.511,0.467,0.239,5.408,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 05:00:00",86,171,500,0,4.09,0,0,0.694,1.457,20.21,14.43,18.82,19.56,17.34,28.37,17.89,12.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 06:00:00",87,171,600,0,1.651,0.139,0,0.056,0.268,5.655,3.954,5.457,6.005,5.407,7.742,5.788,4.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 07:00:00",88,171,700,0.162,10.81,2.944,1.596,0.924,0.95,12.25,11.09,11.98,12.52,12.39,8.08,13.08,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 08:00:00",89,171,800,5.625,14.59,13.63,1.738,1.012,0.861,20.43,17.08,20.53,21.37,21.02,17.88,25.3,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 09:00:00",90,171,900,34.28,29.63,23.08,4.918,0.877,0.781,15.65,8.46,13.01,14.6,15.28,17.48,22.36,28.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 10:00:00",91,171,1000,228.3,197.8,70.24,39.24,11.82,11.84,18.2,10.42,14,17.86,21.78,23.23,28.35,33.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 11:00:00",92,171,1100,374.5,306.1,98.3,62.08,19.26,20.4,11.51,7.61,9.17,13.29,20.34,18.34,21.69,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 12:00:00",93,171,1200,439.6,319.6,99.2,64.28,19.91,21.65,22.08,17.21,21.09,29.23,38.7,32.31,37.32,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 13:00:00",94,171,1300,448.8,324.9,100.5,67.98,20.13,22.06,5.252,3.895,5.694,8.02,15.15,10.73,13.44,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 14:00:00",95,171,1400,504,329.7,102.6,70.48,20.69,23.61,21.32,17.83,23.54,31.71,42.19,33.17,37.93,41.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 15:00:00",96,171,1500,506,330.1,101.6,69.26,21.15,24,12.5,10.26,14.64,19.29,28.97,20.42,24.17,26.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 16:00:00",97,171,1600,446.4,330.4,101.9,66.54,21.69,23.63,26.43,21.85,30.61,38.54,48.67,36.4,42.45,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 17:00:00",98,171,1700,434.5,330.8,101.5,65.36,21.41,23.78,25.97,22.67,31.49,39.24,47.4,36.32,43.57,46.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 18:00:00",99,171,1800,259.8,327.7,100.1,65.5,20.96,23.71,17.72,15.55,22.83,29.36,34.8,25.77,32.54,35.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 19:00:00",100,171,1900,286.4,304.2,96.4,63.29,20.42,22.26,10.78,10.95,13.59,18.93,23.04,16.02,21.86,24.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 20:00:00",101,171,2000,261,269.6,90,55.15,19.79,20.81,10.41,11.03,12.19,16.93,20.65,13.89,20.56,23.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 21:00:00",102,171,2100,224.2,236.5,79.16,47.11,19.42,19.79,11.94,12.83,13.3,16.74,19.75,13.43,20.27,24.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 22:00:00",103,171,2200,170.7,207.9,66.78,41.32,19.28,19.29,13.83,14.83,14.81,16.9,18.98,11.72,18.66,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-20 23:00:00",104,171,2300,145.9,196.4,61.5,38.87,19.22,19.67,11.83,12.28,12.62,13.68,15.13,7.889,14.44,19.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 00:00:00",105,172,0,132,191.4,59.22,37.75,19.36,20.41,9.71,10.41,11.2,11.31,12.54,5.422,11.81,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 01:00:00",106,172,100,137.1,190.9,58.52,37.77,19.5,20.73,8.42,9.97,10.66,10.07,11.2,4.039,10.31,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 02:00:00",107,172,200,115.5,192.9,58.43,38.98,19.62,21.1,8.82,10.14,11.37,10.49,11.63,4.06,10.6,15.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 03:00:00",108,172,300,40.54,193.6,57.69,39.87,19.67,21.45,7.334,6.598,9.46,8.45,9.43,2.814,8.39,11.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 04:00:00",109,172,400,18.09,195.1,56.99,40.14,19.89,21.75,11.13,2.355,13.62,12.42,13.4,4.754,12.23,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 05:00:00",110,172,500,8.25,204.5,58.78,42.79,20.71,22.77,14.83,12.13,17.57,16.22,17.22,7.107,15.85,20.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 06:00:00",111,172,600,7.069,146.8,42.53,30.74,14.9,16.07,9.78,14.17,10.36,10.04,10.16,7.314,9.81,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 07:00:00",112,172,700,6.153,127.3,42.3,25.62,12.57,13.05,8.19,11.59,7.409,7.799,7.984,8.4,8.53,14.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 08:00:00",113,172,800,228,162.8,66.6,30.28,12.42,13.15,9.65,12.98,8.66,9.9,12.06,15.63,14.68,23.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 09:00:00",114,172,900,27.29,206.3,75.17,38.36,12.1,13.14,13,13.36,9.14,12.47,16.68,20.69,20.25,27.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 10:00:00",115,172,1000,0,233.7,76.56,44.94,12.78,14.2,13.91,12.85,9.47,14.8,19.88,21.82,21.28,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 11:00:00",116,172,1100,66.4,254,80.2,49.66,13.37,15.77,11.3,10.69,7.708,13.39,18.85,20.08,18.63,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 12:00:00",117,172,1200,272.3,259.8,79.74,51.53,14.23,16.82,11.14,10.65,8.98,14.92,19.47,19.98,17.88,22.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 13:00:00",118,172,1300,168.7,267,80.2,54.96,15.33,18.38,9.41,9.57,8.39,13.41,17.18,17.63,15.45,20.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 14:00:00",119,172,1400,228.2,262.4,78.09,54.57,16.04,19.3,10.04,15.4,8.67,13.23,16.58,17.57,15.03,19.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 15:00:00",120,172,1500,4.38,258.3,75.68,52.59,16.01,19.46,9.76,27.75,8.71,13.12,16.22,17.71,14.87,19.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 16:00:00",121,172,1600,179.4,233.6,67.71,46.26,15.27,18.56,7.459,19.9,6.197,10.1,12.14,13.42,11.59,16.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 17:00:00",122,172,1700,145.7,245.3,72.91,47.35,14.72,18.78,13.59,26.55,13.33,19.59,22.61,24.58,21.27,27.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 18:00:00",123,172,1800,267.7,216,64.07,41.87,13.67,17.53,11.39,21.44,10.41,16.08,17.74,19.79,17.76,23.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 19:00:00",124,172,1900,236.7,187.8,56.18,36.2,12.61,14.98,9.89,11.42,8.64,14.6,14.88,17.54,15.98,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 20:00:00",125,172,2000,0,286.2,75.69,24.5,15.48,13.58,11.11,12.07,7.721,16.05,10.64,21.78,17.02,15.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 21:00:00",126,172,2100,0,227.3,69.96,22.27,14.83,13.37,10.78,13.01,8.25,13.68,9.25,23.06,14.58,13.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 22:00:00",127,172,2200,0,211.2,61.23,20.11,14.14,13.59,9.44,11.67,7.648,11.81,7.832,19.65,10.75,10.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-21 23:00:00",128,172,2300,0,200.5,56.43,16.29,13.6,13.67,9.59,11.73,7.686,11.35,7.887,18.79,10.27,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-22 00:00:00",129,173,0,0,175.9,54.56,13.73,13.55,13.35,9.46,11.72,7.477,11.23,8.2,18.91,10.7,10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-22 01:00:00",130,173,100,6.76,156.7,55.19,19.19,14.44,13.24,8.79,10.49,6.581,11.65,8.11,18.49,10.04,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-06-22 02:00:00",131,173,200,0,130.2,47.79,19.2,14.62,13.42,10.32,11.99,7.835,12.73,9.38,16.84,11.9,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
